@relation WindPrediction

@attribute 'DATE' numeric
@attribute 'WIND' numeric
@attribute 'IND' numeric
@attribute 'RAIN' numeric
@attribute 'IND.1' numeric
@attribute 'T.MAX' numeric
@attribute 'IND.2' numeric
@attribute 'T.MIN' numeric
@attribute 'T.MIN.G' {low,medium,high}

@data
1301.0,8.17,0.0,0.0,0.0,111.0,0.0,84.0,high
1302.0,3.96,0.0,0.0,0.0,70.0,0.0,155.0,high
1303.0,15.09,0.0,0.0,0.0,183.0,0.0,88.0,high
1304.0,11.96,0.0,0.2,0.0,115.0,0.0,107.0,high
1305.0,6.71,0.0,0.0,0.0,84.0,0.0,179.0,high
1306.0,10.13,0.0,0.2,0.0,177.0,0.0,179.0,high
1307.0,13.79,0.0,0.2,0.0,70.0,0.0,160.0,high
1308.0,16.54,0.0,0.0,0.0,97.0,0.0,96.0,high
1309.0,14.04,0.0,0.0,0.0,175.0,0.0,156.0,high
1310.0,8.71,0.0,0.0,0.0,184.0,0.0,84.0,high
1311.0,4.42,0.0,0.0,0.0,181.0,0.0,84.0,high
1312.0,7.67,0.0,11.8,0.0,110.0,0.0,87.0,high
1313.0,6.83,0.0,3.3,0.0,50.0,0.0,77.0,high
1314.0,9.21,0.0,10.1,0.0,66.0,0.0,155.0,high
1315.0,6.96,0.0,1.3,0.0,101.0,0.0,83.0,high
1316.0,4.88,0.0,1.2,0.0,110.0,0.0,73.0,high
1317.0,3.08,0.0,4.5,0.0,76.0,0.0,78.0,high
1318.0,3.63,0.0,0.0,0.0,50.0,0.0,90.0,high
1319.0,2.46,0.0,0.0,0.0,98.0,0.0,54.0,high
1320.0,5.09,0.0,0.0,0.0,69.0,0.0,76.0,high
1321.0,3.04,0.0,0.0,0.0,50.0,0.0,155.0,high
1322.0,2.79,0.0,2.4,0.0,103.0,0.0,48.0,high
1323.0,7.08,0.0,13.9,0.0,89.0,0.0,76.0,high
1324.0,13.42,0.0,24.3,0.0,76.0,0.0,87.0,high
1325.0,15.09,0.0,1.0,0.0,49.0,0.0,110.0,high
1326.0,10.67,0.0,0.0,0.0,124.0,0.0,29.0,high
1327.0,5.71,0.0,2.6,0.0,30.0,0.0,17.0,high
1328.0,4.25,0.0,0.0,0.0,65.0,0.0,49.0,high
1329.0,9.42,0.0,0.0,0.0,110.0,0.0,73.0,high
1330.0,13.62,0.0,1.2,0.0,78.0,0.0,104.0,high
1331.0,15.34,0.0,0.0,0.0,183.0,0.0,180.0,high
1332.0,13.0,0.0,0.0,0.0,94.0,0.0,181.0,high
1333.0,8.04,0.0,0.0,0.0,116.0,0.0,86.0,high
1334.0,7.12,0.0,0.0,0.0,185.0,0.0,58.0,high
1335.0,11.34,0.0,5.0,0.0,83.0,0.0,77.0,high
1336.0,9.25,0.0,0.0,0.0,43.0,0.0,42.0,high
1337.0,4.38,0.0,0.0,0.0,64.0,0.0,16.0,high
1338.0,7.21,0.0,0.0,0.0,81.0,0.0,1.0,low
1339.0,11.29,0.0,0.1,0.0,69.0,0.0,109.0,high
1340.0,10.0,0.0,0.0,0.0,85.0,0.0,89.0,high
1341.0,2.04,0.0,0.0,0.0,97.0,0.0,83.0,high
1342.0,2.46,0.0,0.0,0.0,103.0,0.0,62.0,high
1343.0,5.63,0.0,13.7,0.0,186.0,0.0,62.0,high
1344.0,8.58,0.0,0.0,0.0,97.0,0.0,93.0,high
1345.0,10.37,0.0,0.2,0.0,119.0,0.0,57.0,high
1346.0,12.33,0.0,0.0,0.0,187.0,0.0,102.0,high
1347.0,13.29,0.0,0.8,0.0,96.0,0.0,182.0,high
1348.0,14.58,0.0,0.1,0.0,181.0,0.0,183.0,high
1349.0,10.75,0.0,0.0,0.0,103.0,0.0,87.0,high
1350.0,4.5,0.0,0.0,0.0,65.0,0.0,184.0,high
1351.0,9.17,0.0,0.4,0.0,88.0,0.0,101.0,high
1352.0,9.42,0.0,3.6,0.0,84.0,0.0,87.0,high
1353.0,10.13,0.0,17.3,0.0,77.0,0.0,185.0,high
1354.0,8.08,0.0,0.6,0.0,104.0,0.0,157.0,high
1355.0,9.29,0.0,0.9,0.0,73.0,0.0,43.0,high
1356.0,10.75,0.0,1.9,0.0,43.0,0.0,73.0,high
1357.0,15.12,0.0,0.0,0.0,59.0,0.0,101.0,high
1358.0,10.17,0.0,0.4,0.0,45.0,0.0,184.0,high
1359.0,8.33,0.0,3.5,0.0,186.0,0.0,49.0,high
1360.0,14.21,0.0,0.0,0.0,101.0,0.0,52.0,high
1361.0,6.83,0.0,2.0,0.0,107.0,0.0,170.0,high
1362.0,15.04,0.0,1.4,0.0,80.0,0.0,186.0,high
1363.0,10.58,0.0,1.4,0.0,101.0,0.0,90.0,high
1364.0,9.08,0.0,0.7,0.0,59.0,0.0,83.0,high
1365.0,6.25,0.0,0.0,0.0,68.0,0.0,57.0,high
1366.0,6.87,0.0,0.0,0.0,67.0,0.0,150.0,high
1367.0,5.88,0.0,0.0,0.0,187.0,0.0,64.0,high
1368.0,3.67,0.0,0.0,0.0,65.0,0.0,45.0,low
1369.0,3.08,0.0,0.0,0.0,59.0,0.0,43.0,high
1370.0,6.96,0.0,0.0,0.0,44.0,0.0,34.0,high
1371.0,7.67,0.0,0.0,0.0,49.0,0.0,20.0,high
1372.0,6.87,0.0,5.0,0.0,87.0,0.0,20.0,high
1373.0,10.41,0.0,3.6,0.0,106.0,0.0,96.0,high
1374.0,16.46,0.0,8.8,0.0,124.0,0.0,29.0,high
1375.0,18.71,0.0,0.5,0.0,82.0,0.0,93.0,high
1376.0,14.83,0.0,2.3,0.0,188.0,0.0,63.0,high
1377.0,7.12,0.0,24.5,0.0,41.0,0.0,176.0,low
1378.0,15.37,0.0,1.6,0.0,123.0,0.0,169.0,medium
1379.0,8.71,0.0,0.4,0.0,123.0,0.0,18.0,high
1380.0,6.75,0.0,2.2,0.0,34.0,0.0,18.0,high
1381.0,9.08,0.0,2.7,0.0,135.0,0.0,26.0,high
1382.0,9.13,0.0,2.7,0.0,123.0,0.0,49.0,high
1383.0,12.04,0.0,0.5,0.0,29.0,0.0,37.0,high
1384.0,10.13,0.0,0.4,0.0,63.0,0.0,46.0,low
1385.0,5.58,0.0,0.0,0.0,61.0,0.0,137.0,high
1386.0,4.17,0.0,0.2,0.0,43.0,2.0,162.0,high
1387.0,5.17,0.0,0.0,0.0,69.0,0.0,153.0,high
1388.0,5.75,0.0,1.2,0.0,106.0,0.0,65.0,high
1389.0,5.25,0.0,0.0,0.0,124.0,0.0,70.0,high
1390.0,12.0,0.0,1.6,0.0,123.0,0.0,65.0,high
1391.0,14.71,0.0,0.1,0.0,13.0,0.0,71.0,high
1392.0,10.37,0.0,1.0,0.0,39.0,0.0,117.0,high
1393.0,6.25,4.0,0.0,0.0,63.0,0.0,17.0,high
1394.0,6.25,0.0,0.9,0.0,44.0,0.0,139.0,high
1395.0,2.54,0.0,0.0,0.0,189.0,0.0,73.0,high
1396.0,2.46,0.0,0.0,0.0,126.0,0.0,50.0,high
1397.0,1.92,0.0,0.0,0.0,54.0,0.0,23.0,high
1398.0,1.75,0.0,0.0,0.0,28.0,0.0,176.0,high
1399.0,6.21,0.0,0.3,0.0,63.0,0.0,73.0,high
1400.0,2.46,0.0,0.0,0.0,34.0,0.0,68.0,high
1401.0,6.17,0.0,0.0,0.0,190.0,0.0,56.0,high
1402.0,8.54,0.0,0.0,0.0,29.0,0.0,24.0,high
1403.0,9.67,0.0,0.0,0.0,41.0,0.0,68.0,high
1404.0,8.0,0.0,0.0,0.0,52.0,0.0,35.0,high
1405.0,5.88,0.0,0.0,0.0,51.0,0.0,43.0,high
1406.0,9.21,0.0,0.0,0.0,14.0,0.0,137.0,high
1407.0,7.71,0.0,0.0,0.0,55.0,0.0,169.0,high
1408.0,3.46,0.0,0.0,0.0,14.0,1.0,14.0,high
1409.0,2.96,0.0,0.7,0.0,52.0,1.0,14.0,high
1410.0,8.96,0.0,0.3,0.0,162.0,4.0,187.0,high
1411.0,14.04,0.0,1.9,0.0,58.0,0.0,49.0,high
1412.0,16.13,0.0,0.6,0.0,58.0,0.0,188.0,high
1413.0,24.08,0.0,1.1,0.0,163.0,0.0,66.0,high
1414.0,17.88,0.0,2.2,0.0,63.0,0.0,68.0,high
1415.0,17.33,0.0,6.3,0.0,32.0,0.0,30.0,high
1416.0,9.62,0.0,5.2,0.0,104.0,0.0,145.0,high
1417.0,12.42,0.0,0.3,0.0,44.0,0.0,64.0,high
1418.0,11.29,0.0,0.0,0.0,20.0,0.0,185.0,high
1419.0,9.25,0.0,0.0,0.0,122.0,0.0,37.0,high
1420.0,6.46,0.0,0.3,0.0,33.0,0.0,72.0,high
1421.0,11.63,0.0,0.1,0.0,191.0,2.0,139.0,high
1422.0,13.54,0.0,0.0,0.0,75.0,0.0,61.0,high
1423.0,18.16,4.0,0.0,0.0,44.0,0.0,35.0,high
1424.0,8.5,0.0,0.1,0.0,48.0,0.0,161.0,high
1425.0,13.21,0.0,1.7,0.0,126.0,0.0,189.0,high
1426.0,16.08,0.0,0.0,0.0,180.0,0.0,24.0,low
1427.0,15.41,0.0,1.6,0.0,7.0,0.0,3.0,high
1428.0,14.71,0.0,0.7,0.0,1.0,0.0,117.0,high
1429.0,11.12,0.0,0.0,0.0,7.0,1.0,190.0,high
1430.0,12.42,4.0,0.0,0.0,21.0,0.0,21.0,high
1431.0,15.04,0.0,0.7,0.0,54.0,1.0,191.0,high
1432.0,15.79,0.0,0.1,0.0,1.0,0.0,49.0,high
1433.0,9.54,0.0,1.4,0.0,29.0,0.0,24.0,low
1434.0,16.42,0.0,0.4,0.0,34.0,0.0,56.0,high
1435.0,19.38,0.0,11.4,0.0,31.0,0.0,73.0,high
1436.0,16.75,0.0,7.0,0.0,56.0,0.0,139.0,high
1437.0,20.88,0.0,15.5,0.0,191.0,0.0,22.0,high
1438.0,13.54,4.0,0.0,0.0,39.0,0.0,67.0,high
1439.0,7.17,0.0,0.0,0.0,125.0,0.0,146.0,high
1440.0,14.0,0.0,11.8,0.0,32.0,1.0,13.0,high
1441.0,12.75,0.0,18.5,0.0,126.0,1.0,192.0,high
1442.0,15.71,0.0,0.0,0.0,61.0,0.0,23.0,high
1443.0,8.87,0.0,0.0,0.0,165.0,0.0,129.0,high
1444.0,7.83,0.0,6.7,0.0,135.0,1.0,193.0,high
1445.0,9.87,0.0,0.7,0.0,173.0,1.0,187.0,high
1446.0,8.21,0.0,0.2,0.0,157.0,0.0,23.0,medium
1447.0,3.21,0.0,0.0,0.0,11.0,0.0,194.0,high
1448.0,6.29,0.0,0.5,0.0,167.0,0.0,117.0,high
1449.0,10.21,4.0,0.0,0.0,131.0,0.0,137.0,high
1450.0,14.37,0.0,0.3,0.0,167.0,0.0,16.0,high
1451.0,15.04,4.0,0.0,1.0,180.0,0.0,36.0,high
1452.0,10.34,0.0,4.3,0.0,137.0,0.0,72.0,high
1453.0,10.17,0.0,0.0,0.0,3.0,0.0,56.0,high
1454.0,10.79,4.0,0.0,0.0,132.0,1.0,126.0,high
1455.0,8.71,0.0,18.7,0.0,192.0,1.0,192.0,high
1456.0,10.37,0.0,2.8,0.0,193.0,1.0,190.0,high
1457.0,6.96,0.0,1.8,0.0,173.0,1.0,195.0,high
1458.0,17.88,0.0,1.3,0.0,55.0,1.0,196.0,high
1459.0,20.3,0.0,3.4,0.0,3.0,0.0,71.0,high
1460.0,19.83,0.0,0.3,0.0,137.0,0.0,18.0,high
1461.0,10.25,0.0,0.0,3.0,172.0,3.0,167.0,high
1462.0,7.79,0.0,0.6,3.0,172.0,3.0,167.0,high
1463.0,8.63,4.0,0.0,3.0,172.0,3.0,167.0,high
1464.0,7.71,4.0,0.0,3.0,172.0,3.0,167.0,high
1465.0,7.62,4.0,0.0,3.0,172.0,3.0,167.0,high
1466.0,14.79,0.0,0.2,3.0,172.0,3.0,167.0,high
1467.0,13.17,0.0,2.9,3.0,172.0,3.0,167.0,high
1468.0,13.21,0.0,1.4,3.0,172.0,3.0,167.0,high
1469.0,21.84,0.0,5.6,3.0,172.0,3.0,167.0,medium
1470.0,19.62,0.0,0.3,3.0,172.0,3.0,167.0,high
1471.0,18.12,0.0,0.3,3.0,172.0,3.0,167.0,high
1472.0,17.21,0.0,4.1,3.0,172.0,3.0,167.0,medium
1473.0,23.45,0.0,3.9,3.0,172.0,3.0,167.0,high
1474.0,20.12,0.0,3.5,3.0,172.0,3.0,167.0,high
1475.0,17.08,0.0,5.5,3.0,172.0,3.0,167.0,high
1476.0,18.84,0.0,4.7,3.0,172.0,3.0,167.0,medium
1477.0,28.5,0.0,13.7,3.0,172.0,3.0,167.0,low
1478.0,16.96,4.0,0.0,3.0,172.0,3.0,167.0,high
1479.0,10.63,0.0,32.4,3.0,172.0,3.0,167.0,high
1480.0,20.12,0.0,2.1,3.0,172.0,3.0,167.0,medium
1481.0,10.63,0.0,3.5,3.0,172.0,3.0,167.0,high
1482.0,11.34,0.0,0.0,3.0,172.0,3.0,167.0,high
1483.0,9.92,0.0,1.0,3.0,172.0,3.0,167.0,high
1484.0,5.58,0.0,0.2,3.0,172.0,3.0,167.0,high
1485.0,5.5,0.0,0.0,3.0,172.0,3.0,167.0,high
1486.0,8.87,0.0,4.2,3.0,172.0,3.0,167.0,high
1487.0,9.33,0.0,4.9,3.0,172.0,3.0,167.0,high
1488.0,10.29,0.0,3.3,3.0,172.0,3.0,167.0,high
1489.0,13.29,0.0,0.0,3.0,172.0,3.0,167.0,high
1490.0,15.09,0.0,0.0,3.0,172.0,3.0,167.0,low
1491.0,13.88,0.0,0.0,3.0,172.0,3.0,167.0,medium
1492.0,8.63,0.0,0.0,3.0,172.0,3.0,167.0,high
1493.0,8.83,0.0,0.0,3.0,172.0,3.0,167.0,high
1494.0,4.21,0.0,0.0,3.0,172.0,3.0,167.0,high
1495.0,3.63,0.0,0.0,3.0,172.0,3.0,167.0,low
1496.0,5.66,0.0,0.0,3.0,172.0,3.0,167.0,high
1497.0,4.79,0.0,0.0,3.0,172.0,3.0,167.0,medium
1498.0,9.38,0.0,0.0,3.0,172.0,3.0,167.0,high
1499.0,4.79,0.0,0.0,3.0,172.0,3.0,167.0,low
1500.0,6.0,0.0,0.3,3.0,172.0,3.0,167.0,high
1501.0,7.29,0.0,0.0,3.0,172.0,3.0,167.0,medium
1502.0,12.87,0.0,0.0,3.0,172.0,3.0,167.0,high
1503.0,21.04,0.0,0.9,3.0,172.0,3.0,167.0,high
1504.0,18.63,4.0,0.0,3.0,172.0,3.0,167.0,high
1505.0,9.29,0.0,0.0,3.0,172.0,3.0,167.0,high
1506.0,8.33,0.0,0.0,3.0,172.0,3.0,167.0,high
1507.0,5.88,0.0,0.0,3.0,172.0,3.0,167.0,high
1508.0,9.42,4.0,0.0,3.0,172.0,3.0,167.0,high
1509.0,4.25,4.0,0.0,3.0,172.0,3.0,167.0,high
1510.0,13.46,4.0,0.0,3.0,172.0,3.0,167.0,high
1511.0,15.92,0.0,1.1,3.0,172.0,3.0,167.0,high
1512.0,11.83,0.0,0.4,3.0,172.0,3.0,167.0,high
1513.0,10.0,0.0,0.1,3.0,172.0,3.0,167.0,high
1514.0,7.41,0.0,1.5,3.0,172.0,3.0,167.0,high
1515.0,12.42,0.0,1.0,3.0,172.0,3.0,167.0,low
1516.0,4.79,0.0,0.0,3.0,172.0,3.0,167.0,high
1517.0,10.83,0.0,0.4,3.0,172.0,3.0,167.0,high
1518.0,8.46,0.0,0.1,3.0,172.0,3.0,167.0,high
1519.0,11.0,0.0,1.1,3.0,172.0,3.0,167.0,high
1520.0,17.33,0.0,3.1,3.0,172.0,3.0,167.0,high
1521.0,8.79,0.0,0.4,3.0,172.0,3.0,167.0,high
1522.0,14.83,0.0,6.3,3.0,172.0,3.0,167.0,high
1523.0,22.46,0.0,0.0,3.0,172.0,3.0,167.0,high
1524.0,11.54,0.0,0.0,3.0,172.0,3.0,167.0,high
1525.0,8.46,0.0,0.0,3.0,172.0,3.0,167.0,high
1526.0,10.63,0.0,0.0,3.0,172.0,3.0,167.0,high
1527.0,8.46,0.0,0.0,3.0,172.0,3.0,167.0,high
1528.0,9.33,0.0,0.0,3.0,172.0,3.0,167.0,high
1529.0,18.34,0.0,0.0,3.0,172.0,3.0,167.0,high
1530.0,12.42,0.0,0.4,3.0,172.0,3.0,167.0,high
1531.0,13.17,0.0,0.6,3.0,172.0,3.0,167.0,high
1532.0,8.58,4.0,0.0,3.0,172.0,3.0,167.0,high
1533.0,9.21,0.0,0.0,3.0,172.0,3.0,167.0,high
1534.0,15.92,0.0,2.4,3.0,172.0,3.0,167.0,high
1535.0,20.3,0.0,1.3,3.0,172.0,3.0,167.0,high
1536.0,6.63,0.0,0.6,3.0,172.0,3.0,167.0,high
1537.0,12.96,0.0,0.7,3.0,172.0,3.0,167.0,high
1538.0,7.12,0.0,3.2,3.0,172.0,3.0,167.0,high
1539.0,12.58,0.0,6.6,3.0,172.0,3.0,167.0,high
1540.0,12.08,0.0,5.0,3.0,172.0,3.0,167.0,high
1541.0,8.38,0.0,4.5,3.0,172.0,3.0,167.0,high
1542.0,10.5,0.0,1.0,3.0,172.0,3.0,167.0,high
1543.0,14.04,0.0,2.7,3.0,172.0,3.0,167.0,high
1544.0,17.12,0.0,6.8,3.0,172.0,3.0,167.0,medium
1545.0,14.04,0.0,0.6,3.0,172.0,3.0,167.0,high
1546.0,16.66,4.0,0.0,3.0,172.0,3.0,167.0,high
1547.0,7.41,0.0,0.0,3.0,172.0,3.0,167.0,high
1548.0,5.71,0.0,0.0,3.0,172.0,3.0,167.0,high
1549.0,10.83,0.0,0.0,3.0,172.0,3.0,167.0,low
1550.0,10.67,0.0,0.0,3.0,172.0,3.0,167.0,low
1551.0,8.67,0.0,0.0,0.0,122.0,0.0,38.0,high
1552.0,8.12,0.0,0.0,0.0,68.0,0.0,137.0,low
1553.0,8.71,0.0,0.0,0.0,60.0,0.0,26.0,high
1554.0,11.34,0.0,1.0,0.0,33.0,0.0,43.0,high
1555.0,4.88,0.0,1.4,0.0,29.0,0.0,28.0,high
1556.0,9.17,0.0,1.0,0.0,28.0,0.0,169.0,high
1557.0,8.08,0.0,0.2,0.0,42.0,0.0,194.0,high
1558.0,9.92,0.0,0.6,0.0,194.0,2.0,60.0,high
1559.0,12.17,0.0,10.2,0.0,194.0,0.0,178.0,high
1560.0,18.0,0.0,0.9,0.0,9.0,0.0,106.0,high
1561.0,19.55,0.0,3.9,0.0,55.0,0.0,0.0,high
1562.0,18.66,0.0,0.6,0.0,34.0,0.0,23.0,high
1563.0,10.37,0.0,4.3,0.0,191.0,0.0,20.0,high
1564.0,12.46,0.0,1.3,0.0,27.0,0.0,64.0,high
1565.0,15.34,0.0,0.1,0.0,44.0,0.0,85.0,high
1566.0,16.21,0.0,0.8,0.0,44.0,0.0,63.0,high
1567.0,27.08,0.0,1.0,0.0,194.0,0.0,155.0,high
1568.0,21.87,0.0,0.8,0.0,18.0,0.0,177.0,high
1569.0,20.38,0.0,0.1,0.0,28.0,0.0,122.0,medium
1570.0,8.04,0.0,0.0,0.0,195.0,0.0,51.0,high
1571.0,7.5,4.0,0.0,0.0,14.0,1.0,197.0,high
1572.0,4.79,0.0,2.0,0.0,34.0,0.0,20.0,high
1573.0,8.67,0.0,0.2,0.0,63.0,0.0,162.0,high
1574.0,8.08,0.0,5.2,3.0,172.0,0.0,16.0,medium
1575.0,10.88,0.0,0.3,3.0,172.0,3.0,167.0,high
1576.0,21.5,0.0,2.8,0.0,18.0,0.0,68.0,high
1577.0,12.21,0.0,2.7,0.0,42.0,0.0,68.0,high
1578.0,8.33,0.0,0.3,0.0,54.0,0.0,68.0,high
1579.0,6.92,0.0,0.0,0.0,29.0,0.0,65.0,high
1580.0,10.25,0.0,0.0,0.0,9.0,0.0,43.0,high
1581.0,12.12,0.0,1.2,3.0,172.0,3.0,167.0,high
1582.0,14.0,0.0,1.4,3.0,172.0,3.0,167.0,high
1583.0,7.46,0.0,3.0,3.0,172.0,3.0,167.0,high
1584.0,11.0,0.0,3.6,3.0,172.0,3.0,167.0,high
1585.0,15.25,0.0,1.2,3.0,172.0,3.0,167.0,high
1586.0,7.08,0.0,4.5,3.0,172.0,3.0,167.0,high
1587.0,11.58,0.0,1.4,3.0,172.0,3.0,167.0,high
1588.0,17.46,0.0,6.4,3.0,172.0,3.0,167.0,high
1589.0,15.25,4.0,0.0,3.0,172.0,3.0,167.0,high
1590.0,4.79,0.0,0.0,3.0,172.0,3.0,167.0,high
1591.0,3.79,0.0,0.0,3.0,172.0,3.0,167.0,high
1592.0,8.46,0.0,0.0,3.0,172.0,3.0,167.0,high
1593.0,7.41,0.0,0.0,3.0,172.0,3.0,167.0,high
1594.0,3.37,0.0,0.0,3.0,172.0,3.0,167.0,high
1595.0,3.25,0.0,1.8,3.0,172.0,3.0,167.0,high
1596.0,5.88,0.0,1.0,3.0,172.0,3.0,167.0,high
1597.0,6.83,0.0,10.8,3.0,172.0,3.0,167.0,high
1598.0,9.87,0.0,0.2,3.0,172.0,3.0,167.0,low
1599.0,4.08,0.0,0.0,3.0,172.0,3.0,167.0,high
1600.0,7.17,0.0,6.2,3.0,172.0,3.0,167.0,high
1601.0,12.62,0.0,4.1,3.0,172.0,3.0,167.0,high
1602.0,10.21,0.0,1.7,3.0,172.0,3.0,167.0,high
1603.0,12.83,0.0,0.6,3.0,172.0,3.0,167.0,high
1604.0,8.96,0.0,4.8,3.0,172.0,3.0,167.0,high
1605.0,7.87,4.0,0.0,3.0,172.0,3.0,167.0,high
1606.0,9.54,0.0,0.1,3.0,172.0,3.0,167.0,high
1607.0,12.38,4.0,0.0,3.0,172.0,3.0,167.0,high
1608.0,9.13,0.0,0.0,3.0,172.0,3.0,167.0,high
1609.0,8.5,4.0,0.0,3.0,172.0,3.0,167.0,high
1610.0,9.17,0.0,0.0,3.0,172.0,3.0,167.0,high
1611.0,7.33,0.0,0.0,3.0,172.0,3.0,167.0,high
1612.0,4.17,4.0,0.0,0.0,58.0,0.0,73.0,high
1613.0,1.83,0.0,0.0,0.0,106.0,0.0,21.0,high
1614.0,3.79,4.0,0.0,0.0,50.0,0.0,22.0,high
1615.0,6.5,0.0,17.6,0.0,69.0,0.0,67.0,high
1616.0,3.46,0.0,1.5,0.0,124.0,0.0,85.0,high
1617.0,4.58,0.0,1.3,0.0,46.0,0.0,52.0,high
1618.0,2.5,0.0,0.0,0.0,186.0,0.0,61.0,high
1619.0,4.42,0.0,0.3,0.0,159.0,0.0,139.0,high
1620.0,3.54,0.0,0.0,0.0,103.0,0.0,157.0,high
1621.0,4.42,0.0,1.3,0.0,84.0,0.0,67.0,high
1622.0,6.29,0.0,5.0,0.0,98.0,0.0,82.0,high
1623.0,5.46,0.0,0.2,0.0,107.0,0.0,81.0,high
1624.0,8.5,4.0,0.0,0.0,97.0,0.0,155.0,high
1625.0,7.17,0.0,8.6,0.0,100.0,0.0,59.0,high
1626.0,15.67,0.0,0.2,0.0,107.0,0.0,186.0,high
1627.0,11.17,0.0,3.3,0.0,50.0,0.0,94.0,high
1628.0,13.42,0.0,5.5,0.0,103.0,0.0,57.0,high
1629.0,24.21,0.0,0.4,0.0,101.0,0.0,94.0,high
1630.0,13.83,0.0,0.3,0.0,67.0,0.0,170.0,high
1631.0,13.46,0.0,10.0,0.0,196.0,0.0,82.0,high
1632.0,5.17,0.0,16.4,0.0,96.0,2.0,85.0,high
1633.0,10.92,0.0,2.2,0.0,103.0,0.0,70.0,high
1634.0,21.04,0.0,1.4,0.0,103.0,0.0,152.0,high
1635.0,16.92,0.0,1.2,0.0,197.0,0.0,83.0,high
1636.0,15.12,0.0,1.0,0.0,97.0,0.0,198.0,high
1637.0,17.0,0.0,1.1,0.0,77.0,0.0,189.0,high
1638.0,8.83,4.0,0.0,0.0,69.0,0.0,59.0,high
1639.0,11.63,0.0,0.1,0.0,70.0,0.0,57.0,high
1640.0,4.12,0.0,0.2,0.0,71.0,0.0,110.0,high
1641.0,8.5,4.0,0.0,0.0,110.0,0.0,110.0,high
1642.0,8.54,4.0,0.0,3.0,172.0,3.0,167.0,high
1643.0,10.17,0.0,0.0,3.0,172.0,3.0,167.0,high
1644.0,9.38,0.0,0.0,3.0,172.0,3.0,167.0,high
1645.0,7.79,0.0,0.0,3.0,172.0,3.0,167.0,high
1646.0,9.92,0.0,0.3,3.0,172.0,3.0,167.0,high
1647.0,4.88,0.0,1.9,3.0,172.0,3.0,167.0,high
1648.0,7.75,0.0,0.0,3.0,172.0,3.0,167.0,high
1649.0,9.42,0.0,0.7,3.0,172.0,3.0,167.0,high
1650.0,7.04,0.0,0.3,3.0,172.0,3.0,167.0,high
1651.0,8.04,0.0,0.4,3.0,172.0,3.0,167.0,high
1652.0,10.08,0.0,0.2,3.0,172.0,3.0,167.0,high
1653.0,5.71,0.0,8.2,3.0,172.0,3.0,167.0,high
1654.0,4.5,0.0,6.1,3.0,172.0,3.0,167.0,high
1655.0,5.96,0.0,0.2,3.0,172.0,3.0,167.0,high
1656.0,8.04,4.0,0.0,3.0,172.0,3.0,167.0,high
1657.0,5.41,4.0,0.0,3.0,172.0,3.0,167.0,high
1658.0,4.88,0.0,0.0,3.0,172.0,3.0,167.0,high
1659.0,10.46,0.0,18.1,3.0,172.0,3.0,167.0,high
1660.0,8.83,0.0,0.0,3.0,172.0,3.0,167.0,high
1661.0,4.79,0.0,1.6,3.0,172.0,3.0,167.0,high
1662.0,7.21,0.0,9.5,3.0,172.0,3.0,167.0,high
1663.0,4.79,0.0,12.5,3.0,172.0,3.0,167.0,high
1664.0,6.96,0.0,4.1,3.0,172.0,3.0,167.0,high
1665.0,10.96,0.0,8.5,3.0,172.0,3.0,167.0,high
1666.0,7.79,0.0,0.1,3.0,172.0,3.0,167.0,high
1667.0,10.67,4.0,0.0,3.0,172.0,3.0,167.0,high
1668.0,12.96,0.0,2.3,3.0,172.0,3.0,167.0,high
1669.0,14.09,0.0,5.1,3.0,172.0,3.0,167.0,high
1670.0,18.71,0.0,0.2,3.0,172.0,3.0,167.0,high
1671.0,5.33,0.0,0.1,3.0,172.0,3.0,167.0,high
1672.0,13.29,0.0,0.9,3.0,172.0,3.0,167.0,high
1673.0,9.92,0.0,6.2,3.0,172.0,3.0,167.0,high
1674.0,7.71,0.0,6.7,3.0,172.0,3.0,167.0,high
1675.0,5.63,0.0,15.7,3.0,172.0,3.0,167.0,high
1676.0,11.92,0.0,0.2,3.0,172.0,3.0,167.0,high
1677.0,17.54,0.0,0.0,3.0,172.0,3.0,167.0,high
1678.0,12.33,0.0,2.8,3.0,172.0,3.0,167.0,high
1679.0,8.63,0.0,0.2,3.0,172.0,3.0,167.0,high
1680.0,3.58,0.0,0.0,3.0,172.0,3.0,167.0,high
1681.0,6.54,0.0,0.2,3.0,172.0,3.0,167.0,high
1682.0,9.75,0.0,0.0,3.0,172.0,3.0,167.0,high
1683.0,11.08,0.0,0.0,3.0,172.0,3.0,167.0,high
1684.0,11.17,0.0,0.0,3.0,172.0,3.0,167.0,high
1685.0,6.5,0.0,0.0,3.0,172.0,3.0,167.0,high
1686.0,7.12,0.0,0.2,3.0,172.0,3.0,167.0,high
1687.0,7.21,0.0,0.0,3.0,172.0,3.0,167.0,high
1688.0,4.21,0.0,0.0,3.0,172.0,3.0,167.0,high
1689.0,7.87,0.0,0.0,3.0,172.0,3.0,167.0,high
1690.0,12.67,0.0,0.0,3.0,172.0,3.0,167.0,high
1691.0,10.96,0.0,1.4,3.0,172.0,3.0,167.0,high
1692.0,14.17,0.0,4.6,3.0,172.0,3.0,167.0,high
1693.0,14.88,0.0,2.2,3.0,172.0,3.0,167.0,high
1694.0,16.83,0.0,0.8,3.0,172.0,3.0,167.0,high
1695.0,11.87,0.0,0.5,3.0,172.0,3.0,167.0,high
